@rdf:about,dcat:accessURL:@rdf:resource,dct:title,dct:license:@rdf:resource,dct:format:@rdf:resource,dct:description,id
http://dati.comune.matera.it/dataset/2d6697e9-7d28-41b9-899c-ab45f13bc940/resource/7d834ce4-98e8-4bb8-84e3-7b68e9a013ee,https://docs.google.com/spreadsheets/d/e/2PACX-1vQrldoUWTShE0g1PlzP03RCeLoIAR-mEEEMYfiWrbOyH19jXlhVQiNk2ejnp1hALqwvNNmhsMT6-5VO/pub?output=csv,file-elenco-parafarmacie.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco delle Parafarmacie in formato CSV,
http://dati.comune.matera.it/dataset/a1db34fc-e3db-439c-991e-4f39ae9c5db8/resource/49f1f03c-e07a-4ad3-93bf-dcb92df2ddd6,https://docs.google.com/spreadsheets/d/e/2PACX-1vQD6Yx9F4XK0f2o2rRfZzroXtUZ3-Hd_Bxg1V27LoPomcoUXyXxQqeaqE8zct8N5ytFW2NgV2dVm7Jm/pub?gid=0&single=true&output=csv,CSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/a60e9ffc-1450-43d9-8220-f0b2693dc79c/resource/635b1d54-d37c-4ddb-9626-a1e42addd947,https://docs.google.com/spreadsheets/d/e/2PACX-1vTGV3fwLOYVAPV6EKYu-PqrdXHPw91j26y9S9nb-kV5-4Ru3QF8pcHRHyZiTlK_UUuJzOombGXC0P68/pub?output=csv,movimento-demografico-annuale-1931-2017-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Movimento Demografico al 31 dicembre di ogni anno dal 1931 al 2017 in csv,
http://dati.comune.matera.it/dataset/7947ee10-6ac1-45bc-a8da-a791b1bc19f1/resource/fc037dc8-5170-4f09-8936-98471fb5f786,https://docs.google.com/spreadsheets/d/e/2PACX-1vS5YoerbOBHkEWjPa7baRKEjM1u-PxQdsX4wGHmhgALkqXqxmnE7upECXieaxBmpksQRglKijpN5xs8/pub?output=csv,popolazione-per-eta-sesso-al-31-12-2018-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Residenti per età e sesso in csv,
http://dati.comune.matera.it/dataset/fa5924ef-70b8-461b-ae71-a7250f734eb2/resource/9ca28e84-81be-4bf9-949b-520a34acb21e,https://docs.google.com/spreadsheets/d/e/2PACX-1vT2keF8CBgGASVyTvuYDYkuG0Fn3zeHpPP63U0_vL1Ginm_qGJ-32yhZJhEbeol27ZPJrwRDr7atLFJ/pub?output=csv,Chiese del territorio comunale di Matera_CSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Chiese del territorio comunale di Matera in csv,
http://dati.comune.matera.it/dataset/f602de9c-5fe9-46f4-adbb-1a35507dc452/resource/c92558c1-6363-4d38-aee5-54136f416778,http://dati.comune.matera.it/dataset/f602de9c-5fe9-46f4-adbb-1a35507dc452/resource/c92558c1-6363-4d38-aee5-54136f416778/download/fabbricatirurali.csv,fabbricatirurali,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/f45716da-f1e1-429b-a385-0eb60b4896fa/resource/fbbb9733-240f-47df-bdaf-20403a54d08d,https://docs.google.com/spreadsheets/d/e/2PACX-1vTq57qdzlDto94M8PL_1GUSqvVSn-BojQLZ2YYGCsKaR-b0aI4xQQ-f6RmAFdNgEWKEXraMOId8K5cd/pub?output=csv,verbali-2018-per-tipologia-infrazione-polizia-locale-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Verbali 2018 suddivisi per mese e per tipologia infrazione Polizia Locale Matera in csv,
http://dati.comune.matera.it/dataset/12bd3390-75c3-42b5-b29d-bcb035850d5f/resource/3d221f5c-daee-433f-b440-338ea8ec92e2,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Afascia_di_rispetto_impianti&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=7a98365e2e2a11e8b0dda0d3c13eef1f,csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/8a36038b-0802-4846-bdc3-843aea66713a/resource/6fd8c5c7-271b-40be-b49c-12903b2c1b2c,http://goo.gl/S1ecbl,segnaletica-sassi,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,file di test per aggiornamento realtime. da non considerare da parte dell'utenza,
http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/85751df0-ffd1-4899-ac35-1ed1edb38e60,http://dati.comune.matera.it/dataset/4191b45b-e248-406f-91f2-501cbc3690b4/resource/85751df0-ffd1-4899-ac35-1ed1edb38e60/download/lineasassifermateorari.csv,LineaSassiFermateOrari.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Linea Sassi con fermate ed orari in csv.,
http://dati.comune.matera.it/dataset/967f000c-641f-4810-8caf-59930e40de3c/resource/e5bfcbdc-0ebc-40f3-89d8-42e1ca603648,https://openregio.anbsc.it/statistiche/export/5/immobili/17/77/77014/csv,csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/e4d149db-f003-4fde-a721-84bfcdd8cf81/resource/f7ef40ee-9f61-4dd3-8485-951214224d12,https://goo.gl/Xv7kjL,RiepIncidentiStradCauseSinistri.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo degli incidenti stradali per cause dei sinistri da Marzo 2007 in csv,
http://dati.comune.matera.it/dataset/db1b359a-b003-4f4e-81b1-6ca966d6b0d1/resource/72c8022d-d65d-4a23-ab2d-dc27c4f1a1ba,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1279517255&single=true&output=csv,quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2017-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Valori percentuali per sesso in csv,
http://dati.comune.matera.it/dataset/3e0b68b9-de93-4dfe-8d9c-8511adc768a4/resource/04d7fef3-94db-41be-b5e0-9fc4e21347d9,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfLEtvRgH3Do-ad9MKWzbVQIh2XhnXZ8oJ3DdS4d6Bgwm2lMlg6M8urftOi3Omup7254JY_FyG4eg5/pub?output=csv,Verbali Codice della Strada Polizia Locale Matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,"Serie storica, a partire dall'anno 2008, del totale dei verbali elevati dalla Polizia Locale in csv",
